0.000000 1.000000
0.333333 0.438008
0.666667 0.248142
1.000000 0.182965
1.333333 0.156364
1.666667 0.148885
2.000000 0.156364
2.333333 0.182965
2.666667 0.248142
3.000000 0.438008
